Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
April Fritz,16,Calvinview,6,3,3,2.0,High,Покращувати ефективність
Kristin Rodriguez,13,East Jennifer,1,4,3,0.25,High,Покращувати ефективність
Mary Stewart,14,Ramirezbury,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Edwin Price,13,Port Henry,1,5,3,0.2,High,Покращувати ефективність
Eric Ross,14,West Emily,3,2,1,1.5,High,Покращувати ефективність
Brandon Clark,18,Georgemouth,8,1,2,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Daniel Rivera,15,Kimberlyville,3,3,1,1.0,High,Покращувати ефективність
Cathy Rodriguez,11,Taylorshire,8,2,3,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Bryan Robinson Jr.,12,West Carlosland,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Douglas Dalton MD,12,Lake Valerie,2,5,2,0.4,High,Покращувати ефективність
Paul Miller,16,Jonestown,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Valerie Ruiz,11,Smithberg,3,2,2,1.5,High,Покращувати ефективність
Jacob Lamb,11,New Alexanderville,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Tara Kelley,11,New Kevin,3,4,2,0.75,High,Покращувати ефективність
Randy Davis,17,East Michael,9,5,3,1.8,Low,Не будь слабим. Збільшуй навчання!
Michael Walters,14,East Angelaport,9,3,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Sonya Willis,14,Port Amyfort,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Karen Roth,18,West Tiffanyborough,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Samantha Wright,16,Port Lisa,7,5,2,1.4,Low,Не будь слабим. Збільшуй навчання!
David Wallace,15,New Travisburgh,7,4,2,1.75,Low,Не будь слабим. Збільшуй навчання!
Melissa Conley,13,Nicholasfort,2,5,3,0.4,High,Покращувати ефективність
Dwayne Frazier,12,East Mathewhaven,8,3,2,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Christine Carr,18,South Joeshire,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Ashley Oliver,11,New Adamchester,4,5,3,0.8,High,Покращувати ефективність
Joshua Olson,18,Lake Nancy,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Susan Gallagher,13,West Brandi,6,3,3,2.0,High,Покращувати ефективність
Frederick Dodson,14,Chenfort,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Ronald Alexander,12,North Jillport,5,2,3,2.5,High,Покращувати ефективність
Anna Lopez,13,Johnsonchester,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Kevin Cabrera,17,East Davidview,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Maria Schmitt,15,Lake Jamesland,1,4,1,0.25,High,Покращувати ефективність
Amanda Olson,14,Williefort,4,1,1,4.0,High,Покращувати ефективність
Melissa Perry,11,Fernandezfort,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Wendy Phillips,11,New Robert,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Janet Warren,12,Hollowaymouth,7,2,3,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Taylor Jordan,11,Charlesland,4,5,1,0.8,High,Покращувати ефективність
Jeffrey Cox,17,New Cody,7,4,1,1.75,Low,Не будь слабим. Збільшуй навчання!
Kelly Pitts,18,Port Mark,5,2,1,2.5,High,Покращувати ефективність
Pamela Castillo,10,South Matthewview,9,4,3,2.25,Low,Не будь слабим. Збільшуй навчання!
Anne Atkins,13,West Jennifer,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Brittany Johnson,11,North Alyssashire,3,1,3,3.0,High,Покращувати ефективність
John Perkins,12,New Sharon,2,5,1,0.4,High,Покращувати ефективність
John Morgan,18,Joneshaven,10,1,1,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Susan King,13,Lisaborough,3,3,3,1.0,High,Покращувати ефективність
Richard Jacobs,14,Port Elizabethbury,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Alisha Arias,14,Rosalesville,12,3,1,4.0,Low,Не будь слабим. Збільшуй навчання!
Alan Cook,15,East Katieville,1,3,1,0.3333333333333333,High,Покращувати ефективність
Danielle Harrington,17,South Johnfurt,9,2,2,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lisa Schmidt,14,Stacyfort,6,2,1,3.0,High,Покращувати ефективність
Edward Gomez,17,Jameschester,3,3,3,1.0,High,Покращувати ефективність
Luke Jennings,17,Roachport,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Patricia Wood,12,Josephland,10,3,1,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Evan King,12,Maldonadostad,5,1,3,5.0,Medium,Практикуй більше годин
William Rodriguez,16,West Bryan,2,2,2,1.0,High,Покращувати ефективність
Hannah Ashley,17,Lake Robintown,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Willie Barrett,18,Mitchellside,2,3,3,0.6666666666666666,High,Покращувати ефективність
Erin Brown,12,Port Jeffreyport,4,1,2,4.0,High,Покращувати ефективність
Samantha Bonilla,17,Patrickside,5,1,2,5.0,Medium,Практикуй більше годин
Timothy Gonzales,18,Kirkborough,9,3,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Sarah Blake,14,Jonesside,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Shannon Wilcox,13,Port Nicholasburgh,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Charles Huff IV,16,Bowmanberg,1,4,3,0.25,High,Покращувати ефективність
Dillon Williams,17,Chelseyton,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Morgan Martinez,13,Lake Sarahhaven,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Kevin Wells,10,West Joshuaburgh,9,5,3,1.8,Low,Не будь слабим. Збільшуй навчання!
Alexis Harmon,13,Port Danielleland,1,4,3,0.25,High,Покращувати ефективність
Amy Fox,10,New Matthewside,1,2,2,0.5,High,Покращувати ефективність
Brian Hobbs,11,Josephland,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Sarah Rhodes,13,Lake Margaretfort,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Dana Mason,17,Hensonchester,11,5,1,2.2,Low,Не будь слабим. Збільшуй навчання!
Derrick Thomas,11,Randyfurt,2,5,2,0.4,High,Покращувати ефективність
Mr. Brian Bailey,11,Johnchester,2,2,2,1.0,High,Покращувати ефективність
Tina Mccormick,11,West Brandy,8,5,1,1.6,Low,Не будь слабим. Збільшуй навчання!
Sarah Clark,18,Foleyport,5,4,1,1.25,High,Покращувати ефективність
Stephen Bass,14,Lake Jennaberg,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Maria Sharp,14,Mcculloughtown,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Larry Graham,16,Ponceside,9,3,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Evelyn Young,14,North Matthew,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
James Ramos,16,Hayesberg,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Monica Munoz,14,Andrewmouth,1,5,3,0.2,High,Покращувати ефективність
Marcus Alexander,10,Fergusonview,1,2,3,0.5,High,Покращувати ефективність
Charles Smith,18,Marshmouth,5,5,3,1.0,Low,Не будь слабим. Збільшуй навчання!
Cheryl Lozano,16,Teresaberg,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ashley Chapman,11,Fullerborough,12,2,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Matthew Ross,17,East Justin,11,2,1,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Andrew Scott,18,Port Marissa,10,5,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Sheila Love,12,Brittneyport,4,4,1,1.0,High,Покращувати ефективність
James Ochoa,10,South Cynthia,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Evan Stewart,11,Cruzberg,4,5,3,0.8,High,Покращувати ефективність
Catherine White,16,Thomasshire,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Zachary Martinez,11,New Brentside,10,4,3,2.5,Low,Не будь слабим. Збільшуй навчання!
Brenda Moran,15,Tracyberg,6,2,1,3.0,High,Покращувати ефективність
Jessica Johnson,15,Johnsonfurt,8,3,3,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Tanner Bray,11,Whitakerstad,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Chloe Nguyen,12,North Jeremyside,1,2,1,0.5,High,Покращувати ефективність
Lauren Huffman,12,Kimberlyside,2,2,3,1.0,High,Покращувати ефективність
Robert Owens DDS,15,Lake Phillip,2,1,3,2.0,High,Покращувати ефективність
Tiffany Swanson,16,Port Tiffany,11,1,1,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kimberly Hampton,15,Gomezbury,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Sheila Farmer,18,New Amberview,5,1,3,5.0,Medium,Практикуй більше годин
Mariah Foster,15,New Nicholasstad,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Emily Perry,13,South Julianburgh,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Justin Johnson,10,Rachelton,7,4,2,1.75,Low,Не будь слабим. Збільшуй навчання!
Aaron Mills,14,Gregorytown,3,1,1,3.0,High,Покращувати ефективність
Ryan Allen,11,Elliottfort,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Walter Joseph,12,New Shannonfort,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Jonathan Gilbert,12,North Tiffanymouth,1,4,2,0.25,High,Покращувати ефективність
William White,16,New Taramouth,1,3,1,0.3333333333333333,High,Покращувати ефективність
James Young,18,West Samuel,2,3,1,0.6666666666666666,High,Покращувати ефективність
Marilyn Barnes,14,Mikemouth,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Micheal Carlson,17,Patrickview,12,2,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Todd Sims,11,Morrisfort,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Kathleen Pena,13,Youngview,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
