Name,Age,City,Score,Hours_Study,Projects,Efficiency
Mitchell Bush,14,Bretttown,6,1,2,6.0
Robert Craig,17,Riosport,4,2,2,2.0
Wendy Lowe,18,Joshuafurt,11,5,1,2.2
Sarah Bush,16,Gambleville,4,1,1,4.0
Steve Thomas,18,Port George,8,1,3,8.0
Angela Campbell,11,North Davidbury,3,4,1,0.75
Heather Kelley,17,West Steve,7,4,3,1.75
Timothy Clark,15,Jeremymouth,1,4,3,0.25
Shawn Hamilton,14,Hernandezland,4,5,3,0.8
Susan Peterson,14,Lake Lisaside,12,3,3,4.0
Jessica Mcbride,17,Vanessaville,4,1,1,4.0
John Hamilton,18,Hugheschester,7,4,1,1.75
Brian Thomas,10,Brianborough,4,2,3,2.0
David Burke,16,Lake Joshuatown,1,4,2,0.25
Laura Mcmahon,10,Rhondahaven,2,5,1,0.4
Misty Rogers,13,New Terrihaven,11,2,1,5.5
Cynthia Stevens,13,North Amber,7,1,3,7.0
Mr. William Williams Jr.,16,East Ashleyfort,9,2,2,4.5
Philip Hernandez,16,East Michael,8,2,1,4.0
Lorraine Carter,15,Lake Craig,12,2,2,6.0
Eric Lewis,14,East Nancyborough,8,3,2,2.6666666666666665
Elijah Burton,10,Weberview,7,5,1,1.4
Jack Trujillo,10,Amandabury,8,4,1,2.0
Leslie Townsend MD,17,West Mary,1,4,3,0.25
Dana Lee,12,Collinston,9,2,3,4.5
Joseph Palmer,15,West Jennifer,10,2,2,5.0
Nathaniel Nichols,10,Danielleton,6,5,3,1.2
Anita Wiggins,13,Lake Anthony,1,1,3,1.0
James Howell,13,Kayleefort,7,3,2,2.3333333333333335
Melissa Bush,16,Wesleyburgh,4,3,3,1.3333333333333333
Rebecca Duffy,13,New Samantha,10,3,3,3.3333333333333335
Justin Walker,14,West Brittanyside,3,1,2,3.0
Nancy Arnold,10,Joshuatown,5,2,1,2.5
John Rodriguez,13,Port Ericberg,2,2,1,1.0
Robert Gutierrez,11,Andreaport,3,3,1,1.0
Barbara Young,17,Lake Linda,6,5,2,1.2
Kevin Johnson,14,Grayburgh,10,2,2,5.0
Christopher Thompson,18,Williamchester,2,3,3,0.6666666666666666
Rachel Brooks MD,14,New Kaitlinburgh,11,2,2,5.5
Greg Ramsey,11,Cassieton,7,5,3,1.4
Kristy Brooks,18,North Maria,11,4,2,2.75
Amber Massey,11,Wendyberg,2,3,3,0.6666666666666666
Amanda Wolf,11,North John,4,2,2,2.0
Jennifer Gutierrez,10,Coxborough,11,3,1,3.6666666666666665
Mark Martinez,14,Erinfurt,7,5,1,1.4
Bobby Jones,18,Port Josephchester,4,2,3,2.0
Thomas Price,13,North Markbury,2,4,2,0.5
Lori Quinn,14,Jillhaven,2,5,2,0.4
Robert Andrews,17,Martinside,9,5,3,1.8
Matthew Taylor,17,Christopherberg,11,3,2,3.6666666666666665
Jessica Mcknight,11,North Susan,2,4,3,0.5
Daniel Savage DDS,10,South Nicholasport,5,2,3,2.5
Melissa Campbell,13,South Jonathan,5,3,3,1.6666666666666667
Scott Hall,15,New Jessica,10,2,2,5.0
Wanda Livingston,11,South Brittneyport,9,4,1,2.25
Brittney Collier,18,East Claire,10,4,2,2.5
James Navarro,10,Karenview,6,3,1,2.0
Brooke Powell,15,North Cassidyton,7,1,1,7.0
Thomas Barajas,10,Lambertside,6,2,2,3.0
Martin Winters,10,Howellport,8,2,2,4.0
Kelli Newman,17,Lake Brandonhaven,11,4,1,2.75
Jason Shea,16,New Stephaniestad,6,3,1,2.0
Pamela Tran,14,Kathleenbury,10,4,2,2.5
Vanessa Barrett DVM,14,South Nicholasstad,2,2,1,1.0
Savannah Lee,12,Lake Rebeccamouth,10,5,2,2.0
Connie Parker,14,Jimport,9,2,2,4.5
Francisco Lucas,16,South Jamie,5,3,2,1.6666666666666667
Emily Soto,15,Callahantown,8,3,1,2.6666666666666665
Nathan Bradshaw,11,East Kendra,2,1,1,2.0
Douglas Hill,17,Loveberg,10,2,3,5.0
Megan Vargas,12,Evansburgh,12,2,3,6.0
Michael Snow,12,Milesport,8,5,3,1.6
Janet Baker,12,North David,11,5,3,2.2
Tyler Chen,18,Lake Henrymouth,12,1,3,12.0
Lori Bowen,15,West Annmouth,9,3,1,3.0
Douglas Dougherty,11,North Christinaland,3,2,2,1.5
Michael Walker,18,Port Douglas,4,4,2,1.0
Thomas Martinez,11,Port Melissachester,5,5,3,1.0
Jack Lewis,16,Henryport,12,1,3,12.0
Brittany Serrano,16,Lake Ronaldland,11,1,3,11.0
Craig Allison,17,Elliottview,6,2,1,3.0
Brian Guzman,10,Lake Tammyshire,9,5,1,1.8
Diana Novak,17,West Jacobbury,12,3,3,4.0
Dr. Leah Brown,12,Michaelview,12,2,1,6.0
William Oconnor,16,Brentside,3,1,2,3.0
Mark Davis,17,North Jessica,12,1,3,12.0
Danielle King,13,Roberttown,10,4,2,2.5
Samantha Rogers,12,Harrisport,3,3,1,1.0
Lawrence Collier,17,Nataliebury,1,2,3,0.5
Sandra Strong,14,Loveport,4,4,1,1.0
Sydney Pope,17,Williamhaven,5,3,1,1.6666666666666667
Jennifer Williams,18,Oliviaburgh,2,3,3,0.6666666666666666
Lawrence Brown,13,South Mark,7,2,1,3.5
Michael Skinner,18,Ortizview,2,4,2,0.5
Alan Collins,18,North Kimberlyberg,4,2,2,2.0
Heather Pugh,15,Gardnermouth,7,1,1,7.0
Caroline Sweeney,12,Osbornestad,12,2,1,6.0
Lori Herman,13,North Edward,3,3,2,1.0
Jaime Rodriguez,10,Donaldville,12,3,2,4.0
Sharon Reed,15,Woodsberg,3,2,1,1.5
Crystal Lewis,15,Davidborough,12,5,2,2.4
Gregory Williamson,14,Taylortown,5,3,3,1.6666666666666667
Courtney Osborn,12,West Jeffreyport,10,2,1,5.0
Jordan Clarke,17,West Matthewfurt,9,4,3,2.25
Keith Caldwell,14,Wallaceville,7,1,3,7.0
Oscar Bell,15,Parksside,12,4,3,3.0
Mark Carson,13,Phillipsburgh,7,2,1,3.5
Carrie Johnson,17,East Richardside,5,3,2,1.6666666666666667
Dana Floyd,11,Jacobhaven,10,3,3,3.3333333333333335
Shelly Stephenson,10,Patriciamouth,4,3,2,1.3333333333333333
Dana Yates,11,Barrerahaven,12,4,2,3.0
Andrew Nelson,16,East Jenniferview,1,5,2,0.2
Amanda Williams,15,Johnsonberg,9,4,1,2.25
Dana Harrison,15,Marymouth,9,5,2,1.8
Laura Webster,15,North Michelle,5,5,1,1.0
Gerald Martinez,14,Rodriguezberg,8,3,2,2.6666666666666665
Ashley Vega,11,Amandaside,6,2,2,3.0
Sheila Holland,11,Lake Melinda,4,4,1,1.0
Dana Jackson,11,Barreraside,3,4,3,0.75
Matthew Park,14,Jasonborough,5,4,3,1.25
Heather Odonnell,15,New Jenniferburgh,10,5,3,2.0
Loretta Ruiz,17,Walkerfurt,4,1,1,4.0
Annette Mcdonald,14,Rileyville,5,5,2,1.0
Christopher Baker,18,Meganmouth,12,1,3,12.0
Benjamin Hernandez,15,New Jennifermouth,6,2,1,3.0
Lauren Trujillo,15,West Patrickside,8,1,2,8.0
Courtney Turner,13,Stoneborough,11,2,1,5.5
Fernando Hall,15,Jacksonmouth,10,3,3,3.3333333333333335
Todd Pace Jr.,16,New Trevorshire,5,3,3,1.6666666666666667
Vanessa King,14,Beasleyfort,5,3,1,1.6666666666666667
Derek Gonzalez,11,Sullivanville,5,4,2,1.25
Erin Lee,17,Lake Richard,4,3,1,1.3333333333333333
Tracy Melendez,16,Noahton,1,1,1,1.0
Laura Roberts,17,Jensenfort,6,2,1,3.0
Michael Mckinney,17,West Nancyfurt,4,5,3,0.8
Mark Bell,16,West Danielleborough,5,4,1,1.25
Dawn White,14,Hudsonstad,3,4,2,0.75
Heather Jacobs,17,Mannstad,1,5,3,0.2
Corey Turner,13,Amymouth,4,2,3,2.0
Brandi Ortega,17,South William,1,1,1,1.0
Matthew Ingram,18,Veronicaberg,7,1,2,7.0
Megan Brady,15,Port Krista,1,2,3,0.5
Jose Chase,18,Hopkinsborough,7,5,1,1.4
Grace Hernandez,12,Davisberg,6,4,2,1.5
Ashley Rodriguez,11,East Ashley,5,5,2,1.0
Deborah Cisneros,16,Craneberg,3,2,3,1.5
Ashley Thompson,12,Danielsberg,11,3,1,3.6666666666666665
Casey Marsh,17,Herreratown,3,1,3,3.0
Robin Brown,10,Barbarafurt,9,4,3,2.25
Michael Jackson,10,East David,8,4,3,2.0
Dr. Emma Evans,11,South Jerry,2,3,2,0.6666666666666666
Michael Rivers,10,South Patricia,6,3,3,2.0
Lucas Martinez,17,New Kristamouth,9,1,2,9.0
Nicole Johnson,18,East Brian,8,1,2,8.0
Joseph Hernandez,16,Lake Kellyshire,5,2,3,2.5
Carlos Schroeder,17,South Kathrynside,12,3,1,4.0
Bill Terry,13,Elizabethside,11,5,2,2.2
Mary Anderson,17,West Chadview,10,4,3,2.5
Alex Austin,17,Lake Douglas,2,2,1,1.0
David Chandler,16,Walkerton,12,4,3,3.0
Emily Jackson,10,South Johnside,12,2,1,6.0
John Grant,11,East Austin,7,2,1,3.5
Nicole Castro,14,New Kathy,12,1,1,12.0
Jeffrey Wallace,18,New Kelly,10,4,3,2.5
Jeremy Stafford,17,Sandraburgh,10,2,1,5.0
Catherine Wilson,16,Cooleyborough,3,3,2,1.0
Melanie Bell,17,Brookeland,1,5,3,0.2
Charles Oconnor,16,Juliechester,5,4,2,1.25
Kelli Johnson,10,Dakotaland,4,5,2,0.8
Audrey Cochran MD,10,Port Sandra,5,1,1,5.0
Christian Garner,15,South Franklin,4,5,2,0.8
Michaela Wright,12,East Jordanshire,12,3,3,4.0
Isaac Lester,16,Blakestad,4,3,2,1.3333333333333333
Jose Cochran,18,Stevenborough,10,5,2,2.0
Jacob Keith,10,South Melodyshire,8,2,3,4.0
Brittany Barnes,14,Shepherdhaven,11,5,3,2.2
Jessica Hamilton,11,North Elizabethside,9,3,3,3.0
Joseph Lee,13,North Arthurfurt,4,4,3,1.0
Vincent Maxwell,18,West Felicia,11,1,1,11.0
Jeffrey Woodward,14,Jeffreyville,11,2,3,5.5
Justin Smith,14,North Gregoryfurt,3,5,3,0.6
Christopher Flores,14,Sarahville,3,4,1,0.75
William Glass,15,Janetmouth,3,5,1,0.6
Paul Ward,10,New Evanmouth,3,1,3,3.0
Christopher Nguyen,18,Anthonybury,9,2,1,4.5
Jonathan Jones,15,Smithtown,7,3,2,2.3333333333333335
Allison Martin,14,Garyburgh,5,5,1,1.0
Gary Pratt,10,Lake Janiceberg,9,4,1,2.25
Kristine Charles,11,East Joseph,10,4,3,2.5
Kevin Camacho,12,Port Heather,7,1,2,7.0
Brandi Barnes,16,Dillonport,9,5,1,1.8
Jennifer Davila,11,Paulshire,1,1,3,1.0
Lee Hughes,13,Port Gracebury,12,1,2,12.0
Lisa Wyatt,13,Luisville,9,2,1,4.5
Timothy Lee,12,East Marc,4,1,1,4.0
Melissa Curtis,17,West Soniamouth,5,1,1,5.0
Scott Harris,10,Lake Beverlychester,9,1,1,9.0
Erika Patel,15,South Paul,6,1,3,6.0
Tiffany Miller,15,Brandonshire,5,4,1,1.25
Edward Gibson,12,East Raymondhaven,7,3,1,2.3333333333333335
Timothy Hamilton,16,Millerview,4,2,2,2.0
Thomas Hartman,15,New Nicholas,4,2,3,2.0
Clifford Garcia,13,Chasefurt,1,2,2,0.5
Nathaniel Williamson,14,Chelseafurt,12,3,2,4.0
Peter Williams,15,North Heather,1,3,2,0.3333333333333333
Jose Wallace,18,Wiseburgh,6,4,2,1.5
Raymond Holmes,18,Joyceberg,12,5,2,2.4
Kathryn Weaver,13,West Brett,8,5,3,1.6
Andrew Young,17,Lake Katherinehaven,6,4,2,1.5
Mark Smith,14,Stephaniefort,5,3,1,1.6666666666666667
Jennifer Montgomery,13,Raymondville,10,2,1,5.0
Robert Rivera,15,Lake Allison,2,3,3,0.6666666666666666
Rebecca Shelton,12,Haynesville,8,5,1,1.6
Christy Campbell,17,East Anna,8,3,2,2.6666666666666665
John Velazquez,17,Port Jessicamouth,3,4,1,0.75
Sharon Wood,17,Mccoymouth,11,1,1,11.0
Kimberly Camacho,18,Deborahside,12,3,1,4.0
Tracy Patel,12,West Christopher,9,5,1,1.8
David Rice,15,South Lauren,12,1,1,12.0
Robin Smith,16,Baileyhaven,3,5,2,0.6
Eric Goodwin,10,West Maureenshire,10,1,3,10.0
Charles Mitchell,10,Jonesbury,4,1,3,4.0
Shane Donaldson,18,Johntown,7,3,1,2.3333333333333335
Mrs. Rebecca Smith,14,West Heatherland,5,2,3,2.5
Bobby Cooper,12,Lake Kristenton,10,4,3,2.5
Crystal Glenn,11,South Candice,8,2,2,4.0
Katherine Lucas,17,North Jacqueline,10,3,2,3.3333333333333335
Rebecca Robinson,17,New Brandonport,11,2,1,5.5
Taylor Harris,12,South Sandraland,6,3,1,2.0
Joshua Price,10,New Jessicaburgh,3,3,3,1.0
Matthew Vaughan,18,Johnstonland,7,3,2,2.3333333333333335
Carla Evans,17,Port Cindy,12,4,2,3.0
Amanda Johnson,12,Gibbshaven,3,1,3,3.0
Lori Bailey,12,East Shannon,6,4,3,1.5
Hunter Armstrong,14,Ortizfort,5,3,3,1.6666666666666667
Scott Castillo,13,Graytown,1,5,2,0.2
Danielle Stone,12,Hensleyview,11,3,1,3.6666666666666665
Sharon Sims,18,West Justinfurt,8,4,3,2.0
Emily Lee,14,New Kathrynville,9,5,3,1.8
Bradley Chambers,15,Michaelshire,12,3,3,4.0
Megan Smith,14,Gregoryberg,9,2,1,4.5
Curtis Lynn,12,New Lisaside,9,4,2,2.25
Sydney Roberts,16,Austinborough,1,3,2,0.3333333333333333
Shirley Miller,10,East Daltontown,2,1,2,2.0
Chelsey Green,16,East Robertborough,12,4,1,3.0
Denise Bell,15,Port Jessicamouth,1,4,3,0.25
Tricia Decker,15,Heatherland,11,5,2,2.2
Chris Young,13,Jenkinsstad,12,4,3,3.0
Jerry Perkins,14,Jessicamouth,3,4,1,0.75
Allison Myers,13,East Cody,11,5,2,2.2
Kyle Nichols,17,North Haroldton,3,5,2,0.6
Rebecca Ross,17,West Jacobside,2,1,1,2.0
Monique Baker,14,Angelaberg,7,1,2,7.0
Angela Schneider,14,Thomaschester,6,3,1,2.0
Anthony Jones,16,Ellenfort,8,5,1,1.6
Marvin Roberts,11,Richardsonport,4,3,3,1.3333333333333333
Courtney Harris,11,Smithchester,6,5,3,1.2
Lisa Moore,17,West Robertmouth,9,3,1,3.0
Renee Hancock,10,South Antonio,1,4,1,0.25
Monica Anderson,11,Seanshire,5,4,1,1.25
Lisa Jones,16,North Nicole,1,5,3,0.2
Jason Owens,13,Jorgestad,4,3,3,1.3333333333333333
Joan Marshall,13,Josephstad,1,5,1,0.2
Savannah Carey,11,Davisborough,8,5,2,1.6
Kevin Rice,11,Lake Timothy,2,5,2,0.4
Michael Santos,11,East Josephtown,1,5,3,0.2
Jeffrey Todd,18,Lake Sherylport,12,3,3,4.0
Nancy Jones,11,Lake Candice,4,2,3,2.0
Michael Lowe,16,Jeremyburgh,12,2,3,6.0
Eric Wright,15,South Linda,11,3,3,3.6666666666666665
Veronica Clark,15,North Laurenburgh,2,3,3,0.6666666666666666
Kurt Macdonald,15,Port Nathaniel,4,4,1,1.0
Felicia Davila,14,Rachelstad,5,1,3,5.0
Martin Harris,18,Port Sherri,10,2,1,5.0
Peter Jackson,13,Frenchchester,6,3,1,2.0
Angie Walker,16,Port Richardtown,8,4,3,2.0
Amanda Payne,10,Timothyberg,1,4,2,0.25
Richard Carlson,13,Hollowaymouth,11,4,3,2.75
Michael Colon,12,Tinafurt,3,4,1,0.75
Donna Ortega,11,Christinachester,6,1,1,6.0
Becky Henderson,15,Shawnbury,9,3,1,3.0
Mark Young,18,Petersonberg,7,4,2,1.75
Jennifer French,18,South Paul,4,3,2,1.3333333333333333
Daniel Goodman,17,Robertsfurt,5,3,3,1.6666666666666667
Frank Lane PhD,13,Lake Brandy,8,4,1,2.0
David Young,10,Ryanside,7,4,1,1.75
Jason Patterson MD,14,East Samantha,3,2,3,1.5
Ashley Parks,10,South David,5,4,2,1.25
Kevin Gibson,17,Beanberg,12,1,1,12.0
Steven Grant,10,East Danielletown,11,1,3,11.0
Donald Curry,17,New Adrianmouth,3,5,2,0.6
Donald Stanley,14,East Jeffreyfort,5,2,3,2.5
Susan Craig,16,Carrollton,11,1,3,11.0
Susan Johnson,11,Jenniferborough,9,3,2,3.0
Brett Russell,10,Zunigamouth,9,3,1,3.0
Susan Waller,14,North Derrick,6,4,1,1.5
Samantha Soto,17,Lake Ryan,1,3,1,0.3333333333333333
Andrew Griffith,11,Bensonville,2,4,3,0.5
Travis Parsons,17,New Jonathanton,11,2,3,5.5
Jacqueline Thornton,17,New Philip,5,3,2,1.6666666666666667
Nichole Owens,17,South Nancyport,4,3,2,1.3333333333333333
Carla White,16,Tiffanymouth,11,1,1,11.0
Joseph Barry,11,North Joshua,3,3,3,1.0
Nancy Dixon,17,Payneborough,12,2,2,6.0
Sara Hernandez,12,New Adam,11,1,1,11.0
Deanna Carney,14,Caitlynmouth,12,4,3,3.0
Daniel Williams,11,West Roberto,1,2,2,0.5
James Schmidt,12,South Eric,4,1,2,4.0
Wendy Mack,16,Dickersonberg,12,5,2,2.4
Nathaniel Bryan,18,Deckerhaven,8,5,3,1.6
Krystal Herrera,13,Donaldsonborough,2,1,3,2.0
Daniel Trujillo,10,Brownshire,6,4,3,1.5
Tyler Johnson,14,East Jamesburgh,11,4,3,2.75
Rachel Murray,10,East William,12,3,3,4.0
Victor Barber,11,North Matthew,4,5,1,0.8
Robert Golden,12,South Kaitlyn,5,1,1,5.0
Ashley Mcknight,16,New Lindsey,12,1,2,12.0
Justin Miller,15,Christensenberg,6,1,3,6.0
Paige Clark,14,East Paulberg,8,4,2,2.0
Frances Robinson,12,West Jenniferton,9,4,3,2.25
Theresa Woodward,17,Kevintown,2,5,3,0.4
Emily Chavez,16,Port Michaelville,5,3,1,1.6666666666666667
Erika Henderson,12,Banksbury,3,4,2,0.75
Alyssa English,10,South Cheryl,7,4,3,1.75
Alison Torres,15,Holmesshire,1,2,2,0.5
Justin Russell,16,North Ashleybury,9,5,1,1.8
Lisa Jennings,15,West Anneside,4,5,2,0.8
Daniel Adams,16,West Kristina,4,1,2,4.0
Scott Sanders,14,New Kenneth,8,4,2,2.0
Kelly Chang,12,East Christianville,3,5,3,0.6
Katherine White,10,Timothyberg,1,1,1,1.0
Zachary Little,12,New Michaelfort,3,4,1,0.75
Lauren Thompson,17,Port Stanleyville,12,2,3,6.0
Andrea Howard,13,Floresberg,7,5,2,1.4
Jeffrey Chase,11,Kathymouth,3,3,3,1.0
Christopher Hernandez,13,Justinview,12,1,3,12.0
Lisa Nielsen,10,Ronnieside,3,3,3,1.0
Latoya Benitez,12,West Todd,11,4,2,2.75
Zachary Walker,15,Lake Deannaberg,3,1,1,3.0
Frank Miranda,13,Lake James,9,3,3,3.0
Brendan Simpson,17,East Ricky,3,5,3,0.6
Rachael Brown,15,Campbellmouth,9,1,2,9.0
Harry Sharp,13,Mullenshire,12,1,1,12.0
Gloria Frye,17,Loganmouth,2,3,2,0.6666666666666666
Dustin Wilson,18,Huertaberg,9,5,3,1.8
Aaron Hull,14,Hendersonhaven,11,3,1,3.6666666666666665
Patrick Garcia,15,South Kellyland,9,2,2,4.5
Alexandra Jordan,13,West Daniel,4,4,2,1.0
John Roberts,14,Harriston,6,5,2,1.2
Johnny Hopkins,12,Melissaland,11,5,3,2.2
Caitlin Holder,11,East Angela,4,3,1,1.3333333333333333
Zachary Tran,18,West Brandi,11,5,3,2.2
Pamela Tucker,14,Lake Dawn,5,3,2,1.6666666666666667
Bryan Anderson,14,Port Pamelaborough,7,2,2,3.5
Cory Bryant,17,East Claudiabury,3,3,2,1.0
Carlos Arnold,16,New Ashley,6,2,3,3.0
Anthony Davis,16,Paulborough,11,5,3,2.2
Diane Joyce,17,Alexanderview,3,2,1,1.5
James Campbell,17,East Johnberg,12,4,3,3.0
Jonathan Kline,13,Stevenchester,12,2,3,6.0
Ashley Lopez,10,East Douglas,7,1,1,7.0
Stephanie Green,12,South Nathaniel,4,1,2,4.0
Sara Alexander,14,Gordonstad,3,2,3,1.5
Charlotte Dorsey DVM,16,Lawsonshire,12,1,1,12.0
Tracie Thompson,10,Jamesland,11,1,1,11.0
Jacqueline Nguyen,13,North Saraside,2,1,2,2.0
John Lin,14,Barnettburgh,5,5,1,1.0
Darren Cummings MD,11,Nancyshire,8,4,2,2.0
Alyssa Watson,12,Floresfurt,8,5,2,1.6
Alexandra Medina,17,East Andreville,8,4,3,2.0
Brian Norton,12,West Tammie,2,1,3,2.0
Sarah Robbins,18,Barkerchester,4,3,2,1.3333333333333333
Stacey Carlson,14,North Barbara,3,1,3,3.0
Frederick Vazquez,18,Keithland,7,2,2,3.5
Kevin Ortiz,13,New Leslie,10,3,1,3.3333333333333335
Linda Robinson,17,Derrickview,9,4,3,2.25
Joshua Little,17,Lake Roberthaven,9,5,2,1.8
Amanda Lane,14,Whiteberg,11,3,2,3.6666666666666665
Victoria Gross,15,Andreashire,6,4,2,1.5
Mary Holder,14,South Mariah,7,2,1,3.5
Andrew Harris,12,South Robertoland,5,3,1,1.6666666666666667
Erica Taylor,18,West Aaronview,7,3,3,2.3333333333333335
Jeffery Martin,12,Greenburgh,5,2,1,2.5
Brandon Mason,15,Lake Georgemouth,2,4,2,0.5
Adam Macdonald,11,Murillomouth,5,1,3,5.0
John Williams,16,Meyerchester,8,5,2,1.6
Paul Mcfarland,17,North Angelachester,1,2,3,0.5
Teresa Sherman,16,Port Ashleefort,4,1,1,4.0
Veronica Roberts,10,North Jamesland,3,4,2,0.75
Bryan Graves DDS,13,Graymouth,1,4,3,0.25
Victoria Hernandez,17,West Juliestad,10,3,1,3.3333333333333335
Madeline Frank,15,East Williammouth,7,5,1,1.4
Linda Bridges,12,West Melissa,4,4,1,1.0
Jamie Jackson,13,Chadmouth,1,4,1,0.25
Veronica Miller,15,Martinbury,1,2,1,0.5
Tracy Weber,13,Port Ericaburgh,8,2,2,4.0
Kara Boyd,15,Hollandhaven,12,4,2,3.0
Thomas Lozano,11,Jameston,12,5,2,2.4
Grant Aguilar,15,New Tommyfort,1,3,1,0.3333333333333333
Shelly Gardner,12,Villanuevaland,5,2,2,2.5
Maurice Phillips,15,Cindyport,6,2,2,3.0
Brian Powell,17,Lake Johnathanborough,6,5,2,1.2
Jeffrey Baker,18,Howellhaven,5,3,2,1.6666666666666667
Steven Love,11,East Rachelland,7,3,3,2.3333333333333335
Jennifer Parker,11,East Dale,11,4,3,2.75
Wayne Cox,18,Morganland,12,3,3,4.0
Trevor Johnston,15,West Charlesstad,12,3,3,4.0
Darlene Garcia,15,Erinview,7,4,2,1.75
Jason Williams,17,Victoriamouth,3,1,3,3.0
Sara Chandler,17,North Patriciaberg,4,1,2,4.0
Karen Garza,10,Lake Robertland,8,5,1,1.6
Brad Moyer,17,Gardnermouth,9,4,2,2.25
Patrick Koch,14,Davidton,5,3,3,1.6666666666666667
Madison Cox,18,Shelbyborough,8,3,3,2.6666666666666665
Kristen Briggs,14,Williamview,8,5,2,1.6
Joshua Boyle,15,South Jeffreyland,8,3,2,2.6666666666666665
Zachary Perez,15,Johnchester,11,3,3,3.6666666666666665
Amy Keller,15,Lake Angelamouth,11,3,3,3.6666666666666665
Jeffery Lewis,13,Beltranborough,12,3,3,4.0
David Little,12,Alexanderborough,7,2,3,3.5
Billy Jensen,13,Larafort,4,3,1,1.3333333333333333
Holly Mcdonald,17,Robertsville,7,1,2,7.0
Barbara Byrd,14,New Tammyburgh,3,4,1,0.75
Scott Sparks,13,Danielberg,10,1,2,10.0
Brian Gomez,14,Kimberlytown,7,5,2,1.4
Kristy Morris,14,New Andrealand,3,2,2,1.5
Edward Leon,10,Josephview,2,1,1,2.0
Maria Navarro,15,South Mirandaberg,11,2,2,5.5
Matthew Ramos,11,Charlesville,11,3,3,3.6666666666666665
Patricia Murphy,14,West Rachel,2,1,3,2.0
Todd Benitez,13,Ronaldborough,10,5,1,2.0
Melissa Campbell,17,Nelsonstad,2,5,3,0.4
Morgan Roberts,18,South Eric,3,1,1,3.0
Dr. Richard Burton DVM,13,Lake Jonathan,1,3,2,0.3333333333333333
Jennifer Stuart,10,Annshire,3,2,3,1.5
Bridget Lopez,13,Rosalesside,7,4,3,1.75
Kenneth Skinner,11,West Zachary,2,2,3,1.0
Kimberly Davis,16,South Michellefurt,12,3,1,4.0
Christopher Alexander,11,Christinatown,6,4,3,1.5
Cory Riley,17,Michaelside,9,3,3,3.0
Nicholas Hogan,15,East Tammiemouth,2,1,3,2.0
Jeffrey Carter,13,Mcconnellberg,4,1,3,4.0
Anthony Roberts,16,Amberland,6,2,3,3.0
Donald Hahn,10,Lake Joshuabury,3,1,3,3.0
Tiffany Ruiz,10,South Lauren,5,4,1,1.25
Lisa Frey,13,North John,5,5,2,1.0
Cassandra Lara,17,New Joseph,7,4,1,1.75
Curtis Newman,17,Port Nicoleton,9,5,3,1.8
Jasmine Russell,11,West Nicolehaven,8,2,1,4.0
Kyle Gonzalez,16,Chaveztown,10,4,1,2.5
Stacy Torres,12,Michellefurt,8,5,1,1.6
Mindy Gutierrez,17,North Angelaview,4,3,3,1.3333333333333333
Mercedes May,15,Carolineside,3,5,1,0.6
Robert Greene,14,Bentleyfurt,10,3,1,3.3333333333333335
Darlene Castillo,14,Lake Heather,5,2,1,2.5
Anna Brennan,15,North Andrea,4,2,1,2.0
Anna Blake,18,East Paulside,10,5,3,2.0
Dorothy Kemp,16,Kennethshire,7,5,3,1.4
Amanda Kidd,12,Abigailmouth,2,2,1,1.0
Dr. Jessica Walker DDS,14,South Scott,10,2,1,5.0
Melissa Gonzales,10,Sabrinamouth,5,5,1,1.0
John Johnson,14,Lake Jeffreyland,4,4,3,1.0
Ashley Daniels,15,South Lee,8,2,3,4.0
Michael Coleman,13,New Linda,10,4,3,2.5
Jessica Smith,18,Dominguezbury,11,5,1,2.2
Margaret Mcdonald,13,East Jacobfurt,4,5,1,0.8
Eric Todd,15,Lake Glorialand,3,1,1,3.0
Michelle Barber,11,Lake Jennifer,7,3,2,2.3333333333333335
Ronald Jacobson,15,Thompsonview,9,3,3,3.0
Alice Powell,13,Lake Monica,5,4,1,1.25
Douglas Chapman,10,Phamhaven,3,5,2,0.6
Luis Butler,13,Manningmouth,4,5,1,0.8
Tina Phillips,16,West Anthonybury,11,3,2,3.6666666666666665
Ashley Turner,12,Armstrongborough,11,3,2,3.6666666666666665
Willie Love,15,Edwardsville,4,1,1,4.0
Barbara Freeman,12,South Dianemouth,5,1,1,5.0
Cindy Andrews,12,Aguilarberg,5,2,3,2.5
Paul Skinner,18,East Laura,11,5,3,2.2
David Martinez,18,West Jennifer,4,1,2,4.0
Miranda Hamilton,15,Michaelview,5,1,3,5.0
Brenda Adkins,13,West Charlesshire,6,4,3,1.5
Jeffery Williams,15,Millermouth,8,5,3,1.6
Alexis Guerra,16,Austinfort,9,3,2,3.0
Michael Williams,16,New Brendafort,2,3,2,0.6666666666666666
Travis Hall,14,Alexandraborough,2,2,1,1.0
Theresa Cunningham,16,Port Heatherside,7,1,3,7.0
Benjamin Molina,13,Port Pamelaborough,11,4,2,2.75
Derrick Martin,15,South Kimberlystad,11,4,1,2.75
Michelle Alvarez,12,Ianshire,2,3,1,0.6666666666666666
Meredith Raymond,16,Rebeccaview,10,1,2,10.0
Tamara Martin,11,Port Jonathanhaven,6,5,1,1.2
Jesse Roberts,13,West Stevenhaven,2,5,3,0.4
Luis Simmons DDS,15,Andersontown,5,1,2,5.0
Sara Jones,14,New Jeanne,4,2,1,2.0
Teresa Cook,17,Adammouth,3,2,1,1.5
